"","title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","unclear_address","status","unique.id"
"1204","MCC","(Unitarian Church) 233-0919 7pm Sun","37 E. Hillcrest Dr.","Religious Organizations","","Greenville","SC",1991,"","37 E. Hillcrest Dr. ,  Greenville ,  SC",34.8692605,-82.3876351,"37 e hillcrest dr, greenville, sc 29609, usa","","Google Verified Location","d-1991-04880"
"1205","Offshore Drilling Co.","448-0114 9pm-closing Mon-Fri, 8pm-mid Sat, clsd Sun","415 Youpon Cr.","Bars/Clubs","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002)","Myrtle Beach","SC",1991,"","415 Youpon Cr. ,  Myrtle Beach ,  SC",33.6815574,-78.8930613,"415 yaupon dr, myrtle beach, sc 29577, usa","","Google Verified Location","d-1991-04881"
"1206","Time Out","448-1180 8pm-?, til mid Sat, clsd Sun","520 8th Ave. N.","Bars/Clubs","(*-1965-2005),(D-1965-2003),(F-1990-2003),(NH-1990-2005)","Myrtle Beach","SC",1991,"","520 8th Ave. N. ,  Myrtle Beach ,  SC",33.693884,-78.884682,"520 8th ave n, myrtle beach, sc 29577, usa","","Google Verified Location","d-1991-04882"
"1207","Underground","448-5844 seasonal hours","821 Main St","Bars/Clubs","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002),(NH-1990-2005)","Myrtle Beach","SC",1991,"","821 Main St ,  Myrtle Beach ,  SC",33.6935334,-78.8834613,"821 main st, myrtle beach, sc 29577, usa","","Google Verified Location","d-1991-04883"
"1208","Beach at 82nd Ave.","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1991,"",", SC",33.68906,-78.886694,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04884"
"1209","Hurlock Park","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1991,"",", SC",33.669836,-78.904645,"unclear_coded_by_hand","checked","Verified Location","d-1991-04885"
"1210","Hideaway","328-6630 memberships $5","405 Baskins Rd.","Bars/Clubs","(MW-1990-2003),(PC-1990-2005),(NH-1990-2005),(S-1965-2002),(F-1990-2003),(D-1965-2003)","Rock Hill","SC",1991,"","405 Baskins Rd. ,  Rock Hill ,  SC",34.9435787,-80.9875283,"405 e baskins rd, rock hill, sc 29730, usa","","Google Verified Location","d-1991-04886"
"1211","Cheyenne Cattlemans Club, The","573-7304 8pm-2am, may be moving in 1990","Fairview Church Rd & TNS Mills Rd (Hwy 221 & I-85)","Bars/Clubs","(D-1965-2003)","Spartanburg","SC",1991,"","Fairview Church Rd & TNS Mills Rd (Hwy 221 & I-85), SC",35.019491,-81.91837,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04887"
"1212","Truck Stops I-85 btwn exit 62 & 66","nights","","Cruising Areas","","Spartanburg","SC",1991,"",", SC",34.949567,-81.932048,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04888"
"1213","Acceptance Group (Gay AA)","St. Stephens Episcopal (Anson St.) 762-2433/871-8600/722-6677 8pm Tues, 6:30pm Sat","","Info Lines & Services","","Charleston","SC",1992,"",", SC",32.784948,-79.931185,"unclear_coded_by_hand","checked","Verified Location","d-1992-05134"
"1214","Charleston Beach B & B","Folly Beach 29439 588-9443 full bkfst, 8-person spa, Sun BBQ, year round","118 W. Arctic Ave.","Accomodations","(MW-1990-2003),(SW-1990-2005),(N-1990-2005)","Charleston","SC",1992,"","118 W. Arctic Ave. ,  Charleston ,  SC",32.6549607,-79.9405294,"118 w arctic ave, folly beach, sc 29439, usa","","Google Verified Location","d-1992-05135"
"1215","Fifty Folly Place","571-4171 B & B, year round, nr. historic Charleston","50 Folly Rd.","Accomodations","(MW-1990-2003)","Charleston","SC",1992,"","50 Folly Rd. ,  Charleston ,  SC",32.7787716,-79.9719814,"50 folly rd blvd, charleston, sc 29407, usa","","Google Verified Location","d-1992-05136"
"1216","Arcade Club, The","577-9160 8pm-2:30am, til 3am Fri","5 Liberty St.","Accomodations","(*-1965-2005),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Charleston","SC",1992,"","5 Liberty St. ,  Charleston ,  SC",32.782803,-79.9350537,"beatty center for the school of business, 5 liberty st, charleston, sc 29401, usa","","Google Verified Location","d-1992-05137"
"1217","Dudley's, Inc.","723-2784 4pm-2am","346 King St.","Bars","(*-1965-2005),(D-1965-2003),(NH-1990-2005),(PC-1990-2005)","Charleston","SC",1992,"","346 King St. ,  Charleston ,  SC",32.7848012,-79.9353488,"346 king st, charleston, sc 29401, usa","","Google Verified Location","d-1992-05138"
"1218","MCC Charleston","Ste. 4, 747-6736 11am Sun, 7:30pm Wed","2010 Hawthorne Dr.","Religious Organization","","Charleston","SC",1992,"","2010 Hawthorne Dr. ,  Charleston ,  SC",32.9063183,-80.0195085,"2010 hawthorne dr, north charleston, sc 29406, usa","","Google Verified Location","d-1992-05139"
"1219","Big Jim's","North Charleston 744-5380 24hrs","2070 Harley Ave.","Religious Organization","","Charleston","SC",1992,"","2070 Harley Ave. ,  Charleston ,  SC",32.892483,-80.0122573,"2070 harley st, north charleston, sc 29406, usa","","Google Verified Location","d-1992-05140"
"1220","Folly Beach","","","Cruising Areas","Cruisy Area","Charleston","SC",1992,"",", SC",32.65518,-79.940367,"unclear_coded_by_hand","checked","Verified Location","d-1992-05141"
"1221","'Rest Stop' on I-26","","","Cruising Areas","Cruisy Area","Charleston","SC",1992,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05142"
"1222","Whitepoint Gardens, The Battery","","","Cruising Areas","Cruisy Area","Charleston","SC",1992,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05143"
"1223","AA Gay/Lesbian","254-5301 (AA#) call for times & locations","","Info Lines & Services","","Columbia","SC",1992,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05144"
"1224","SC Coalition of Lesbians & Gay Men","P.O. Box  7463, 29202, 787-5462 networking organization","","Info Lines & Services","","Columbia","SC",1992,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05145"
"1225","Affairs","779-4321 5pm-2am (some after hours)","712 Huger St.","Bars","(NH-1990-2005),(LV-1990-1994)","Columbia","SC",1992,"","712 Huger St. ,  Columbia ,  SC",33.9918187,-81.0417663,"712 huger st, columbia, sc 29201, usa","","Google Verified Location","d-1992-05146"
"1226","Candy Shop","","1903 Two Notch Rd.","Bars","(MW-1990-2003),(D-1965-2003),(B-1990-1993)","Columbia","SC",1992,"","1903 Two Notch Rd. ,  Columbia ,  SC",34.0175913,-81.0149607,"1903 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1992-05147"
"1227","Capitol Club","256-6464 5pm-2am","1002 Gervais St.","Bars","(PC-1990-2005),(P-1990-2002),(NH-1990-2005)","Columbia","SC",1992,"","1002 Gervais St. ,  Columbia ,  SC",34.0001224,-81.0365407,"1002 gervais st, columbia, sc 29201, usa","","Google Verified Location","d-1992-05148"
"1228","Links","254-1307 8pm-2am Mon-Sat, from 5pm Sun, CW Wed & Sun","1404 1/2 Gervais St.","Bars","(D-1965-2003),(S-1965-2002),(PC-1990-2005),(CW-1982-2003)","Columbia","SC",1992,"","1404 1/2 Gervais St. ,  Columbia ,  SC",33.9957907,-81.0510084,"1 gervais st #1404, columbia, sc 29203, usa","","Google Verified Location","d-1992-05149"
"1229","Matrix","252-0875 9pm-2am Wed-Sun, later weekends","920 Lady St.","Bars","(D-1965-2003),(YC-1969-2005),(S-1965-2002)","Columbia","SC",1992,"","920 Lady St. ,  Columbia ,  SC",34.0013022,-81.0376867,"920 lady st, columbia, sc 29201, usa","","Google Verified Location","d-1992-05150"
"1230","Opie's","6pm-6am, cruise bar","1125 Park St.","Bars,Cruising Areas","(AH-1975-1993),(BW-1990-2003),(NH-1990-2005)","Columbia","SC",1992,"","1125 Park St. ,  Columbia ,  SC",33.9996884,-81.0371015,"1125 park st, columbia, sc 29201, usa","","Google Verified Location","d-1992-05151"
"1231","Spanky's","771-0121 5pm-6am, strip bar","1109 Assembly","Bars","(L-1990-2005),(LV-1990-1994),(PC-1990-2005),(S-1965-2002)","Columbia","SC",1992,"","1109 Assembly ,  Columbia ,  SC",33.9997559,-81.0353477,"1109 assembly st, columbia, sc 29201, usa","","Google Verified Location","d-1992-05152"
"1232","Foxes Books","786-8125 clsd Sun","5445 Two Notch Rd.","Erotica","","Columbia","SC",1992,"","5445 Two Notch Rd. ,  Columbia ,  SC",34.0506524,-80.9847246,"5445 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1992-05153"
"1233","Lake Murray Dam","","","Cruising Areas","Cruisy Area","Columbia","SC",1992,"",", SC",34.053204,-81.217875,"unclear_coded_by_hand","checked","Verified Location","d-1992-05154"
"1234","'Rest Stop' on I-26 S.","","","Cruising Areas","Cruisy Area","Columbia","SC",1992,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05155"
"1235","U. of SC.","","","Cruising Areas","Cruisy Area,(AYOR-1977-2005)","Columbia","SC",1992,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1992-05156"
"1236","Zippers","669-7487 9pm-2am Wed-Thurs & Sat, til 4am Fri, clsd Sun-Tue","3027 E. Palmetto St.","Bars","(MW-1990-2003),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Florence","SC",1992,"","3027 E. Palmetto St. ,  Florence ,  SC",34.1973204,-79.7067502,"3027 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1992-05157"
"1237","Timrod Park","","","Cruising Areas","Cruisy Area","Florence","SC",1992,"",", SC",34.185242,-79.770835,"unclear_coded_by_hand","checked","Verified Location","d-1992-05158"
"1238","'Rest Stop' on I-85 S.","","","Cruising Areas","Cruisy Area","Gaffney","SC",1992,"",", SC",35.071795,-81.649819,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05159"
"1239","Gay/Lesbian Switchboard","271-4207, 7pm-10pm","","Info Lines & Services","","Greenville","SC",1992,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05160"
"1240","Bushwacker's Pub","234-6767 cruise bar, 8pm-3:30am, from 3pm Sun","621 Airport Rd.","Cruising Areas,Bars","(*-1965-2005),(V-1986-2005),(PC-1990-2005),(D-1965-2003),(SW-1990-2005)","Greenville","SC",1992,"","621 Airport Rd. ,  Greenville ,  SC",34.844207,-82.345185,"621 airport rd, greenville, sc 29607, usa","","Google Verified Location","d-1992-05161"
"1241","Castle, The","235-9949 8pm-4am Mon-Fri, til 2am Sat & Sun","8 LeGrand Blvd.","Bars","(*-1965-2005),(MW-1990-2003)","Greenville","SC",1992,"","8 LeGrand Blvd. ,  Greenville ,  SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","Google Verified Location","d-1992-05162"
"1242","New Attitude","233-1387 9pm-closing Wed-Sun","706 W. Washton St.","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(B-1990-1993)","Greenville","SC",1992,"","706 W. Washton St. ,  Greenville ,  SC",34.8553243,-82.4088654,"706 w washington st, greenville, sc 29601, usa","","Google Verified Location","d-1992-05163"
"1243","MCC","(Unitarian Church) 233-0919 7pm Sun","37 E. Hillcrest Dr.","Religious Organization","","Greenville","SC",1992,"","37 E. Hillcrest Dr. ,  Greenville ,  SC",34.8692605,-82.3876351,"37 e hillcrest dr, greenville, sc 29609, usa","","Google Verified Location","d-1992-05164"
"1244","M.J.'s","5 the Dan Car Building, Palmetto Bay Rd. 842-9195 8pm-2am","","Bars","(MW-1990-2003),(NH-1990-2005)","Hilton Head","SC",1992,"",", SC",32.175496,-80.770569,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05165"
"1245","Offshore Drilling","448-0114 9pm-closing Mon-Fri, 8pm-mid Sat","415 Youpon Cr.","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002)","Myrtle Beach","SC",1992,"","415 Youpon Cr. ,  Myrtle Beach ,  SC",33.6815574,-78.8930613,"415 yaupon dr, myrtle beach, sc 29577, usa","","Google Verified Location","d-1992-05166"
"1246","Time Out","448-1180 8pm-?, til midnight Sat (opens 4pm in summer)","520 8th Ave. N.","Bars","(*-1965-2005),(D-1965-2003),(F-1990-2003),(NH-1990-2005)","Myrtle Beach","SC",1992,"","520 8th Ave. N. ,  Myrtle Beach ,  SC",33.693884,-78.884682,"520 8th ave n, myrtle beach, sc 29577, usa","","Google Verified Location","d-1992-05167"
"1247","Underground","448-5844 seasonal hours","821 Main St","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002),(NH-1990-2005)","Myrtle Beach","SC",1992,"","821 Main St ,  Myrtle Beach ,  SC",33.6935334,-78.8834613,"821 main st, myrtle beach, sc 29577, usa","","Google Verified Location","d-1992-05168"
"1248","Beach at 82nd Ave","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1992,"",", SC",33.68906,-78.886694,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05169"
"1249","Hurlock Park","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1992,"",", SC",33.669836,-78.904645,"unclear_coded_by_hand","checked","Verified Location","d-1992-05170"
"1250","Pavilion Area 8th-11th N.","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1992,"",", SC",33.692441,-78.881687,"unclear_coded_by_hand","checked","Verified Location","d-1992-05171"
"1251","Hideaway","328-6630 from 8pm","405 Baskins Rd.","Bars","(MW-1990-2003),(PC-1990-2005),(NH-1990-2005),(S-1965-2002),(D-1965-2003)","Rock Hill","SC",1992,"","405 Baskins Rd. ,  Rock Hill ,  SC",34.9435787,-80.9875283,"405 e baskins rd, rock hill, sc 29730, usa","","Google Verified Location","d-1992-05172"
"1252","Cheyenne Cattlemans Club, The","573-7304 8pm-2am, from 5pm in summer","995 Asheville Hwy.","Bars","(D-1965-2003)","Spartanburg","SC",1992,"","995 Asheville Hwy. ,  Spartanburg ,  SC",34.9690517,-81.9499773,"995 asheville hwy, spartanburg, sc 29303, usa","","Google Verified Location","d-1992-05173"
"1253","'Rest Stop' on I-26 nr. State Line","","","Cruising Areas","Cruisy Area,(AYOR-1977-2005)","Spartanburg","SC",1992,"",", SC",34.949567,-81.932048,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05174"
"1254","Truck Stops I-85 btwn exit 62 & 66","","","Cruising Areas","Cruisy Area","Spartanburg","SC",1992,"",", SC",34.949567,-81.932048,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1992-05175"
"1255","Acceptance Group (Gay AA)","St. Stephen's Episcopal 762-2433, 8pm Tues & 6:30pm Sat; MCC 8pm Th","(Anson St.)","Info Lines & Services","","Charleston","SC",1993,"","(Anson St.), SC",32.784948,-79.931185,"unclear_coded_by_hand","checked","Verified Location","d-1993-05290"
"1256","Lowcountry Gay/Lesbian Alliance (LGLA)","577-5139, info & referrals 6pm-11pm","P.O. Box 98, 29402","Info Lines & Services","","Charleston","SC",1993,"","P.O. Box 98, 29402, SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1993-05291"
"1257","Charleston Beach B&B","588-9443 full brkfst, 8 person spa, Sun BBQ, year round","118 W. Arctic Ave., Folly Beach, 29439","Accommodations","(MW-1990-2003),(SW-1990-2005),(N-1990-2005)","Charleston","SC",1993,"","118 W. Arctic Ave., Folly Beach, 29439 ,  Charleston ,  SC",32.6544385,-79.9423103,"118 w arctic ave, folly beach, sc 29439, usa","","Google Verified Location","d-1993-05292"
"1258","Fifty Folly Place","571-4171 B&B, priv. baths, year round, nr. historic Charleston","50 Folly Rd.","Accommodations","(MW-1990-2003)","Charleston","SC",1993,"","50 Folly Rd. ,  Charleston ,  SC",32.7787716,-79.9719814,"50 folly rd blvd, charleston, sc 29407, usa","","Google Verified Location","d-1993-05293"
"1259","Arcade Club, The","577-9160 8pm-2:30am, til 3am Fri","5 Liberty St.","Bars","(*-1965-2005),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Charleston","SC",1993,"","5 Liberty St. ,  Charleston ,  SC",32.782803,-79.9350537,"beatty center for the school of business, 5 liberty st, charleston, sc 29401, usa","","Google Verified Location","d-1993-05294"
"1260","Dudley's, Inc.","723-2784 4pm-2am","346 King St.","Bars","(*-1965-2005),(PC-1990-2005),(NH-1990-2005)","Charleston","SC",1993,"","346 King St. ,  Charleston ,  SC",32.7848012,-79.9353488,"346 king st, charleston, sc 29401, usa","","Google Verified Location","d-1993-05295"
"1261","MCC Charleston","747-6736, 11am Sun, 7:30pm Wed","2010 Hawthorne Dr. Ste. 4","Religious Organizations","","Charleston","SC",1993,"","2010 Hawthorne Dr. Ste. 4 ,  Charleston ,  SC",32.9063183,-80.0195085,"2010 hawthorne dr #4, north charleston, sc 29406, usa","","Google Verified Location","d-1993-05296"
"1262","Big Jim's","744-5380, 24hrs","2070 Harley Ave., North Charleston","Erotica","","Charleston","SC",1993,"","2070 Harley Ave., North Charleston ,  Charleston ,  SC",32.892483,-80.0122573,"2070 harley st, north charleston, sc 29406, usa","","Google Verified Location","d-1993-05297"
"1263","Folly Beach","","","Cruisy Areas","Cruisy Area","Charleston","SC",1993,"",", SC",32.65518,-79.940367,"unclear_coded_by_hand","checked","Verified Location","d-1993-05298"
"1264","'Rest Stop' on I-26","","","Cruisy Areas","Cruisy Area","Charleston","SC",1993,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1993-05299"
"1265","Whitepoint Gardens, The Battery","","","Cruisy Areas","Cruisy Area","Charleston","SC",1993,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1993-05300"
